"area_code","area_type","area_name","year","period","type_definition","indicator","numerator","measure","upper_confidence_interval","lower_confidence_interval"
"S12000039","Council area","West Dunbartonshire",2018,"2016 to 2020 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.2,2.5,8.7,0.3
"S12000039","Council area","West Dunbartonshire",2019,"2017 to 2021 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3,3.6,10.5,0.7
"S12000040","Council area","West Lothian",2004,"2002 to 2006 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",8,3.9,7.6,1.7
"S12000040","Council area","West Lothian",2005,"2003 to 2007 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",8.2,3.8,7.5,1.7
"S12000040","Council area","West Lothian",2006,"2004 to 2008 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",9.4,4.3,8,2
"S12000040","Council area","West Lothian",2007,"2005 to 2009 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",10.2,4.6,8.4,2.2
"S12000040","Council area","West Lothian",2008,"2006 to 2010 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",8,3.6,7,1.5
"S12000040","Council area","West Lothian",2009,"2007 to 2011 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",6.8,3,6.3,1.2
"S12000040","Council area","West Lothian",2010,"2008 to 2012 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5.6,2.6,5.7,0.9
"S12000040","Council area","West Lothian",2011,"2009 to 2013 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.8,2.3,5.3,0.7
"S12000040","Council area","West Lothian",2012,"2010 to 2014 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5.2,2.5,5.7,0.8
"S12000040","Council area","West Lothian",2013,"2011 to 2015 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5.6,2.7,6.1,1
"S12000040","Council area","West Lothian",2014,"2012 to 2016 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5.8,2.9,6.3,1
"S12000040","Council area","West Lothian",2015,"2013 to 2017 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5.2,2.6,6,0.9
"S12000040","Council area","West Lothian",2016,"2014 to 2018 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5.4,2.8,6.3,1
"S12000040","Council area","West Lothian",2017,"2015 to 2019 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",6,3.2,6.9,1.2
"S12000040","Council area","West Lothian",2018,"2016 to 2020 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5.8,3.2,7,1.1
"S12000040","Council area","West Lothian",2019,"2017 to 2021 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5.4,3,6.9,1
"S12000041","Council area","Angus",2004,"2002 to 2006 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.4,4.1,10,1.2
"S12000041","Council area","Angus",2005,"2003 to 2007 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.8,4.3,10.3,1.4
"S12000041","Council area","Angus",2006,"2004 to 2008 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.4,3.9,9.6,1.1
"S12000041","Council area","Angus",2007,"2005 to 2009 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5.2,4.5,10.4,1.5
"S12000041","Council area","Angus",2008,"2006 to 2010 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5.6,4.9,10.9,1.7
"S12000041","Council area","Angus",2009,"2007 to 2011 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",6.4,5.5,11.8,2.1
"S12000041","Council area","Angus",2010,"2008 to 2012 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",6.4,5.5,11.8,2.1
"S12000041","Council area","Angus",2011,"2009 to 2013 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",6.4,5.6,12,2.1
"S12000041","Council area","Angus",2012,"2010 to 2014 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5.4,4.8,10.8,1.6
"S12000041","Council area","Angus",2013,"2011 to 2015 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.4,3.9,9.6,1.1
"S12000041","Council area","Angus",2014,"2012 to 2016 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.2,3.8,9.6,1.1
"S12000041","Council area","Angus",2015,"2013 to 2017 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.8,3.5,9.2,0.9
"S12000041","Council area","Angus",2016,"2014 to 2018 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4,3.8,9.7,1
"S12000041","Council area","Angus",2017,"2015 to 2019 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.6,3.5,9.5,0.9
"S12000041","Council area","Angus",2018,"2016 to 2020 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.6,3.7,9.9,0.9
"S12000041","Council area","Angus",2019,"2017 to 2021 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3,3.2,9.2,0.6
"S12000042","Council area","Dundee City",2004,"2002 to 2006 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",9.2,6,11.4,2.8
"S12000042","Council area","Dundee City",2005,"2003 to 2007 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",9.4,6,11.2,2.8
"S12000042","Council area","Dundee City",2006,"2004 to 2008 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",8.6,5.3,10.2,2.4
"S12000042","Council area","Dundee City",2007,"2005 to 2009 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",10.2,6.1,11.2,3
"S12000042","Council area","Dundee City",2008,"2006 to 2010 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",10.2,6,10.9,2.9
"S12000042","Council area","Dundee City",2009,"2007 to 2011 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",10,5.7,10.5,2.7
"S12000042","Council area","Dundee City",2010,"2008 to 2012 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",9,5.1,9.7,2.3
"S12000042","Council area","Dundee City",2011,"2009 to 2013 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",9.6,5.6,10.4,2.6
"S12000042","Council area","Dundee City",2012,"2010 to 2014 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",10,5.9,10.8,2.8
"S12000042","Council area","Dundee City",2013,"2011 to 2015 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",10.2,6.1,11.2,3
"S12000042","Council area","Dundee City",2014,"2012 to 2016 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",10.6,6.5,11.8,3.2
"S12000042","Council area","Dundee City",2015,"2013 to 2017 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",11.4,7.2,12.7,3.6
"S12000042","Council area","Dundee City",2016,"2014 to 2018 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",11.8,7.5,13.2,3.9
"S12000042","Council area","Dundee City",2017,"2015 to 2019 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",11.6,7.7,13.6,3.9
"S12000042","Council area","Dundee City",2018,"2016 to 2020 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",9.8,6.7,12.5,3.2
"S12000042","Council area","Dundee City",2019,"2017 to 2021 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",9.2,6.6,12.5,3.1
"S12000045","Council area","East Dunbartonshire",2004,"2002 to 2006 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.6,5,12,1.5
"S12000045","Council area","East Dunbartonshire",2005,"2003 to 2007 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4,4.4,11.2,1.2
"S12000045","Council area","East Dunbartonshire",2006,"2004 to 2008 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4,4.3,11.1,1.2
"S12000045","Council area","East Dunbartonshire",2007,"2005 to 2009 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.4,2.6,8.4,0.4
"S12000045","Council area","East Dunbartonshire",2008,"2006 to 2010 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.8,3,9.1,0.6
"S12000045","Council area","East Dunbartonshire",2009,"2007 to 2011 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.6,2.8,8.8,0.5
"S12000045","Council area","East Dunbartonshire",2010,"2008 to 2012 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.4,2.6,8.5,0.4
"S12000045","Council area","East Dunbartonshire",2011,"2009 to 2013 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.8,2,7.5,0.2
"S12000045","Council area","East Dunbartonshire",2012,"2010 to 2014 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.8,2,7.5,0.2
"S12000045","Council area","East Dunbartonshire",2013,"2011 to 2015 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.8,0.9,5.6,0
"S12000045","Council area","East Dunbartonshire",2014,"2012 to 2016 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.2,1.3,6.3,0
"S12000045","Council area","East Dunbartonshire",2015,"2013 to 2017 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.8,0.8,5.4,0
"S12000045","Council area","East Dunbartonshire",2016,"2014 to 2018 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.8,0.8,5.4,0
"S12000045","Council area","East Dunbartonshire",2017,"2015 to 2019 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.2,1.2,6.1,0
"S12000045","Council area","East Dunbartonshire",2018,"2016 to 2020 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.6,1.7,6.9,0.1
"S12000045","Council area","East Dunbartonshire",2019,"2017 to 2021 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.2,1.3,6.3,0
"S12000047","Council area","Fife",2004,"2002 to 2006 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",20.8,5.5,8.5,3.4
"S12000047","Council area","Fife",2005,"2003 to 2007 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",20.8,5.4,8.3,3.3
"S12000047","Council area","Fife",2006,"2004 to 2008 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",22.8,5.7,8.6,3.6
"S12000047","Council area","Fife",2007,"2005 to 2009 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",23,5.6,8.5,3.6
"S12000047","Council area","Fife",2008,"2006 to 2010 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",23.2,5.6,8.4,3.6
"S12000047","Council area","Fife",2009,"2007 to 2011 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",22,5.2,7.9,3.3
"S12000047","Council area","Fife",2010,"2008 to 2012 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",23,5.5,8.2,3.5
"S12000047","Council area","Fife",2011,"2009 to 2013 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",20.4,5,7.7,3.1
"S12000047","Council area","Fife",2012,"2010 to 2014 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",19.2,4.7,7.4,2.9
"S12000047","Council area","Fife",2013,"2011 to 2015 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",18.8,4.7,7.4,2.8
"S12000047","Council area","Fife",2014,"2012 to 2016 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",20.4,5.3,8.1,3.2
"S12000047","Council area","Fife",2015,"2013 to 2017 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",17.2,4.6,7.3,2.7
"S12000047","Council area","Fife",2016,"2014 to 2018 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",17,4.6,7.4,2.7
"S12000047","Council area","Fife",2017,"2015 to 2019 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",17,4.8,7.7,2.8
"S12000047","Council area","Fife",2018,"2016 to 2020 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",16.4,4.8,7.7,2.8
"S12000047","Council area","Fife",2019,"2017 to 2021 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",15.2,4.6,7.5,2.6
"S12000048","Council area","Perth & Kinross",2004,"2002 to 2006 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.6,3.5,8.5,1.1
"S12000048","Council area","Perth & Kinross",2005,"2003 to 2007 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.4,3.3,8.1,1
"S12000048","Council area","Perth & Kinross",2006,"2004 to 2008 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.4,3.2,8,0.9
"S12000048","Council area","Perth & Kinross",2007,"2005 to 2009 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.8,3.5,8.2,1.1
"S12000048","Council area","Perth & Kinross",2008,"2006 to 2010 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.6,3.3,7.9,1
"S12000048","Council area","Perth & Kinross",2009,"2007 to 2011 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.4,3.1,7.5,0.9
"S12000048","Council area","Perth & Kinross",2010,"2008 to 2012 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.4,2.4,6.6,0.6
"S12000048","Council area","Perth & Kinross",2011,"2009 to 2013 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.2,2.3,6.5,0.5
"S12000048","Council area","Perth & Kinross",2012,"2010 to 2014 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.8,2,6.2,0.4
"S12000048","Council area","Perth & Kinross",2013,"2011 to 2015 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.6,1.9,6,0.3
"S12000048","Council area","Perth & Kinross",2014,"2012 to 2016 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4,3,7.7,0.8
"S12000048","Council area","Perth & Kinross",2015,"2013 to 2017 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.4,3.3,8.2,1
"S12000048","Council area","Perth & Kinross",2016,"2014 to 2018 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4,3.1,7.9,0.8
"S12000048","Council area","Perth & Kinross",2017,"2015 to 2019 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.8,3,7.9,0.8
"S12000048","Council area","Perth & Kinross",2018,"2016 to 2020 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.4,3.6,8.8,1
"S12000048","Council area","Perth & Kinross",2019,"2017 to 2021 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.6,3,8,0.7
"S12000049","Council area","Glasgow City",2004,"2002 to 2006 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",33.2,5,7.1,3.5
"S12000049","Council area","Glasgow City",2005,"2003 to 2007 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",33.4,4.9,6.9,3.4
"S12000049","Council area","Glasgow City",2006,"2004 to 2008 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",34.6,5,7,3.5
"S12000049","Council area","Glasgow City",2007,"2005 to 2009 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",31,4.4,6.2,3
"S12000049","Council area","Glasgow City",2008,"2006 to 2010 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",32.6,4.5,6.3,3.1
"S12000049","Council area","Glasgow City",2009,"2007 to 2011 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",37.2,5,6.9,3.5
"S12000049","Council area","Glasgow City",2010,"2008 to 2012 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",33,4.4,6.2,3
"S12000049","Council area","Glasgow City",2011,"2009 to 2013 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",30.8,4.1,5.8,2.8
"S12000049","Council area","Glasgow City",2012,"2010 to 2014 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",32.6,4.4,6.1,3
"S12000049","Council area","Glasgow City",2013,"2011 to 2015 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",31.4,4.2,6,2.9
"S12000049","Council area","Glasgow City",2014,"2012 to 2016 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",28.6,4,5.7,2.6
"S12000049","Council area","Glasgow City",2015,"2013 to 2017 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",32,4.5,6.4,3.1
"S12000049","Council area","Glasgow City",2016,"2014 to 2018 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",32.2,4.6,6.5,3.2
"S12000049","Council area","Glasgow City",2017,"2015 to 2019 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",28.8,4.3,6.1,2.8
"S12000049","Council area","Glasgow City",2018,"2016 to 2020 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",27.6,4.2,6.1,2.8
"S12000049","Council area","Glasgow City",2019,"2017 to 2021 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",26.8,4.2,6.1,2.8
"S12000050","Council area","North Lanarkshire",2004,"2002 to 2006 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",22.2,5.8,8.7,3.6
"S12000050","Council area","North Lanarkshire",2005,"2003 to 2007 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",22.8,5.8,8.7,3.7
"S12000050","Council area","North Lanarkshire",2006,"2004 to 2008 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",18.8,4.7,7.3,2.8
"S12000050","Council area","North Lanarkshire",2007,"2005 to 2009 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",18.4,4.6,7.2,2.7
"S12000050","Council area","North Lanarkshire",2008,"2006 to 2010 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",18,4.4,7,2.6
"S12000050","Council area","North Lanarkshire",2009,"2007 to 2011 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",16.8,4.1,6.7,2.4
"S12000050","Council area","North Lanarkshire",2010,"2008 to 2012 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",16.8,4.2,6.8,2.4
"S12000050","Council area","North Lanarkshire",2011,"2009 to 2013 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",16.8,4.3,6.9,2.5
"S12000050","Council area","North Lanarkshire",2012,"2010 to 2014 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",17.4,4.5,7.2,2.7
"S12000050","Council area","North Lanarkshire",2013,"2011 to 2015 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",16.6,4.4,7.1,2.5
"S12000050","Council area","North Lanarkshire",2014,"2012 to 2016 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",13.6,3.7,6.2,2
"S12000050","Council area","North Lanarkshire",2015,"2013 to 2017 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",12.8,3.5,6,1.9
"S12000050","Council area","North Lanarkshire",2016,"2014 to 2018 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",11.8,3.3,5.8,1.7
"S12000050","Council area","North Lanarkshire",2017,"2015 to 2019 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",10.4,3,5.4,1.4
"S12000050","Council area","North Lanarkshire",2018,"2016 to 2020 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",11,3.2,5.8,1.6
"S12000050","Council area","North Lanarkshire",2019,"2017 to 2021 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",13.8,4.1,7,2.2
